id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,Has_extended_profile,name,bot
2215073972,2215073972,pony_strategies,,b'Best Strategy Guides for P\xc3\xb4neis Brilhantes series',None,102,3,21,Tue Nov 26 03:54:32 +0000 2013,0,FALSE,10864,en,"{'created_at': 'Sat Mar 11 23:19:01 +0000 2017', 'id': 840703637210857472, 'id_str': '840703637210857472', 'text': b'this. Within a few hours after this withdrawal of her who had shared with him', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://www.example.com/"" rel=""nofollow"">Ebooks Brilhantes</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Ebooks Brilhantes',1
2852865675,2852865675,quinebot,,"b""'Is a bot that quines' is a bot that quines. (blame @fitnr)""",None,23,1,5,Fri Oct 31 02:43:38 +0000 2014,2,FALSE,3717,en,"{'created_at': 'Sat Mar 11 23:12:25 +0000 2017', 'id': 840701977411633152, 'id_str': '840701977411633152', 'text': b'""Is a riddle"" is a riddle.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://fakeisthenewreal.org/"" rel=""nofollow"">Words & Warps</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'WVO Quinebot',1
7.96E+17,7.96E+17,QuittrBot,,b'Helping you close the window with forceful reminders every hour. Made by @harrygiles in https://t.co/XpDujaprri',https://t.co/FXxzvgSl4i,129,100,8,Mon Nov 07 09:31:41 +0000 2016,1,FALSE,2994,en-gb,"{'created_at': 'Sun Mar 12 00:28:30 +0000 2017', 'id': 840721124145127427, 'id_str': '840721124145127427', 'text': b'Stop scrolling social media now, pal.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Quittr',1
3347203689,3347203689,RestroomGender,"Bathrooms, Everywhere",b'random restroom gender sign generator. extant (and not so extant) genders with random symbols. bot by @lichlike / @tylercallich',None,3572,6,137,Sat Jun 27 04:47:30 +0000 2015,133,FALSE,2459,en,"{'created_at': 'Sat Jan 28 23:33:07 +0000 2017', 'id': 825486897275400194, 'id_str': '825486897275400194', 'text': b'RT @radiatoryang: you can donate to CAIR here: https://t.co/G1xn0C1Fqg https://t.co/dMjOkPMsKv', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'radiatoryang', 'name': b'Robert Yang', 'id': 165537786, 'id_str': '165537786', 'indices': [3, 16]}], 'urls': [{'url': 'https://t.co/G1xn0C1Fqg', 'expanded_url': 'https://www.cair.com/donations/general-donation/campaign/#/donation', 'display_url': 'cair.com/donations/geneó', 'indices': [47, 70]}, {'url': 'https://t.co/dMjOkPMsKv', 'expanded_url': 'https://twitter.com/lhfang/status/825394671601987584', 'display_url': 'twitter.com/lhfang/status/ó', 'indices': [71, 94]}]}, 'source': b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sat Jan 28 17:42:18 +0000 2017', 'id': 825398610519007232, 'id_str': '825398610519007232', 'text': b'you can donate to CAIR here: https://t.co/G1xn0C1Fqg https://t.co/dMjOkPMsKv', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/G1xn0C1Fqg', 'expanded_url': 'https://www.cair.com/donations/general-donation/campaign/#/donation', 'display_url': 'cair.com/donations/geneó', 'indices': [29, 52]}, {'url': 'https://t.co/dMjOkPMsKv', 'expanded_url': 'https://twitter.com/lhfang/status/825394671601987584', 'display_url': 'twitter.com/lhfang/status/ó', 'indices': [53, 76]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 825394671601987584, 'quoted_status_id_str': '825394671601987584', 'retweet_count': 435, 'favorite_count': 288, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': True, 'quoted_status_id': 825394671601987584, 'quoted_status_id_str': '825394671601987584', 'retweet_count': 435, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,TRUE,b'Restroom Genderator',1
4918149536,4918149536,roulettron,Romania,"b""A game of chance. Tweet @roulettron to try your luck. Once you lose, you can't play again.\n\nBot by @czircon. #botALLY""",None,8,0,2,Tue Feb 16 22:16:55 +0000 2016,0,FALSE,90,en,"{'created_at': 'Tue Jun 07 20:08:32 +0000 2016', 'id': 740274263131725824, 'id_str': '740274263131725824', 'text': b'@SeanSeansean478 BANG!\n\nFinal score: 14', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SeanSeansean478', 'name': b'brown eyed son', 'id': 1579360760, 'id_str': '1579360760', 'indices': [0, 16]}], 'urls': []}, 'source': b'<a href=""http://scott.hammack.exposed/"" rel=""nofollow"">Roulettron</a>', 'in_reply_to_status_id': 740274260522864642, 'in_reply_to_status_id_str': '740274260522864642', 'in_reply_to_user_id': 1579360760, 'in_reply_to_user_id_str': '1579360760', 'in_reply_to_screen_name': 'SeanSeansean478', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Russian Roulettron',1
8.06E+17,8.06E+17,selfcare_bot,,b'An hourly reminder to look after yourself. Created by @AlaynaMCole via @HornedLlama.',None,185,0,4,Mon Dec 05 07:20:46 +0000 2016,0,FALSE,2317,en,"{'created_at': 'Sun Mar 12 00:30:40 +0000 2017', 'id': 840721669933129729, 'id_str': '840721669933129729', 'text': b'Have at least a little sip of water, yeah? \xf0\x9f\x92\xa7', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Self Care Bot',1
3305818349,3305818349,she_not_he,,"b""I'm a bot politely correcting Twitter users who misgender Caitlyn Jenner. Apologies if I make a mistake reading your tweet! [By @caitlindewey and @andrewmcgill]""",http://t.co/M3ALViWO5G,1293,41,13,Mon Jun 01 18:10:23 +0000 2015,0,FALSE,9763,en,"{'created_at': 'Wed Jun 10 15:35:53 +0000 2015', 'id': 608658851370536961, 'id_str': '608658851370536961', 'text': b"".@tonyburkett ~ROBOT CLANKING NOISE~ It's she, not he."", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tonyburkett', 'name': b'tony', 'id': 38954044, 'id_str': '38954044', 'indices': [1, 13]}], 'urls': []}, 'source': b'<a href=""https://github.com/arm5077/she-not-he"" rel=""nofollow"">She, not he</a>', 'in_reply_to_status_id': 608658757594157058, 'in_reply_to_status_id_str': '608658757594157058', 'in_reply_to_user_id': 38954044, 'in_reply_to_user_id_str': '38954044', 'in_reply_to_screen_name': 'tonyburkett', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 4, 'favorite_count': 12, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'She not he',1
7.05E+17,7.05E+17,spacetravelbot,exploring deep space,b'just a bot recalling your time in deep space. inspired by a twine by @inurashii. (https://t.co/l6XmdEcZ30) baby of @hologramvin // #botALLY',None,2597,4,90,Thu Mar 03 02:18:08 +0000 2016,2,FALSE,8950,en,"{'created_at': 'Sun Mar 12 01:17:35 +0000 2017', 'id': 840733476584345605, 'id_str': '840733476584345605', 'text': b'You decided to analyze the atmosphere. You learn it is gaseous; you would not survive on the surface.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'space traveler',1
7.07E+17,7.07E+17,speculativecash,,b'A bot that generates novel types of money. By @atduskgreg. (icon courtesy of Glenda Alvarez)',None,50,0,17,Mon Mar 07 21:09:11 +0000 2016,0,FALSE,8788,en,"{'created_at': 'Sun Mar 12 01:20:37 +0000 2017', 'id': 840734241239552000, 'id_str': '840734241239552000', 'text': b'Ceras Currency\nA new crypto currency employing a dorsal or lateral outgrowth on the body of nudibranchs', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""https://github.com/atduskgreg/BotScheduler"" rel=""nofollow"">BotScheduler</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Speculative Currency',1
7.01E+17,7.01E+17,str_voyage,,b'a bot forever voyaging. endless nautical story generator by @joebaxterwebb.',None,6324,44,159,Sat Feb 20 19:55:11 +0000 2016,148,FALSE,19492,en,"{'created_at': 'Sun Mar 12 01:16:15 +0000 2017', 'id': 840733141002272769, 'id_str': '840733141002272769', 'text': b'We review our lot; only one jar of gourds left.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'a strange voyage',1
3297361261,3297361261,tardygram,"London, England","b'Tweet me a pic and caption I will reply with your pic printed on dot matrix receipt...If no reply within 5 min, printer is busy so try again in a few minutes'",None,39,0,0,Mon Jul 27 09:50:54 +0000 2015,1,FALSE,303,en,"{'created_at': 'Sun Sep 20 19:34:44 +0000 2015', 'id': 645682524677652480, 'id_str': '645682524677652480', 'text': b'Tardygrammed! @TardygramTester http://t.co/m4w9g3LZlN', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TardygramTester', 'name': b'Tardygram Tester', 'id': 3396934828, 'id_str': '3396934828', 'indices': [14, 30]}], 'urls': [], 'media': [{'id': 645682524484726784, 'id_str': '645682524484726784', 'indices': [31, 53], 'media_url': 'http://pbs.twimg.com/media/CPXs1cWW8AAzhLj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CPXs1cWW8AAzhLj.jpg', 'url': 'http://t.co/m4w9g3LZlN', 'display_url': 'pic.twitter.com/m4w9g3LZlN', 'expanded_url': 'https://twitter.com/tardygram/status/645682524677652480/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 665, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 390, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 340, 'h': 221, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 645682524484726784, 'id_str': '645682524484726784', 'indices': [31, 53], 'media_url': 'http://pbs.twimg.com/media/CPXs1cWW8AAzhLj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CPXs1cWW8AAzhLj.jpg', 'url': 'http://t.co/m4w9g3LZlN', 'display_url': 'pic.twitter.com/m4w9g3LZlN', 'expanded_url': 'https://twitter.com/tardygram/status/645682524677652480/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 665, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 390, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 340, 'h': 221, 'resize': 'fit'}}}]}, 'source': b'<a href=""https://twitter.com/tardygram"" rel=""nofollow"">TardyGram</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'sv'}",TRUE,FALSE,TRUE,b'TardyGram',1
8.09E+17,8.09E+17,testvisionbot,,b'',None,4,0,1,Tue Dec 13 11:30:14 +0000 2016,1,FALSE,52,en,"{'created_at': 'Thu Feb 16 11:54:53 +0000 2017', 'id': 832196551187521540, 'id_str': '832196551187521540', 'text': b'@LWisMYheroxoxo Send me only 2 pictures https://t.co/MRnmoxj8mD', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MRnmoxj8mD', 'expanded_url': 'https://goo.gl/9szDGg', 'display_url': 'goo.gl/9szDGg', 'indices': [40, 63]}]}, 'source': b'<a href=""https://gaborvecsei.wordpress.com/"" rel=""nofollow"">ComputerVisionBotApp</a>', 'in_reply_to_status_id': 832196549300121601, 'in_reply_to_status_id_str': '832196549300121601', 'in_reply_to_user_id': 189725136, 'in_reply_to_user_id_str': '189725136', 'in_reply_to_screen_name': 'Lou_S_Stools', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",TRUE,TRUE,FALSE,b'ComputerVisionBot',1
4919025952,4919025952,thereisnoiin,,"b'Every word with no ""i"" in except the word ""team"".  A @benbrignell bot #botALLY #CBDQ'",None,27,3,3,Tue Feb 16 10:57:30 +0000 2016,1,FALSE,871,en,"{'created_at': 'Sun Mar 12 00:38:26 +0000 2017', 'id': 840723622373277698, 'id_str': '840723622373277698', 'text': b'There\'s no ""i"" in unglossed', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,"b'There\'s no ""i"" in\xe2\x80\xa6'",1
20959226,20959226,ThesaurusGame,,b'I am a game bot; reply (tweet or DM) with your word guess.  Alpha.\r\nSupport at http://t.co/PocmzU49NP',http://t.co/PocmzU49NP,3967,4814,35,Mon Feb 16 03:21:00 +0000 2009,0,FALSE,113140,en,"{'created_at': 'Sun Mar 12 01:18:05 +0000 2017', 'id': 840733601142517760, 'id_str': '840733601142517760', 'text': b""New game! Guess the word. It's a 4-letter Verb.\nHint: \xe2\x97\x8f \xe2\x97\x8f \xe2\x97\x8f \xe2\x97\x8f\nRelated words are: mark, appreciate, notice, realize."", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://thesaurusgame.tumblr.com"" rel=""nofollow"">ThesaurusGame</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Thesaurus Challenge',1
2878888502,2878888502,TinyCrossword,,"b'Generates tweet-sized crosswords once per day. Be the first to @ reply with your solution! A bot by @gangles, words & hints from Simple English @Wikipedia.'",https://t.co/xQyRjOicV4,130,1,26,Mon Oct 27 01:14:02 +0000 2014,0,FALSE,1620,en,"{'created_at': 'Sat Mar 11 22:00:01 +0000 2017', 'id': 840683757371871232, 'id_str': '840683757371871232', 'text': b'SOLUTION\n1: Machine translation\n2: Shageluk\n3: Lacombe https://t.co/Y73sRCpcMI', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840683755492761602, 'id_str': '840683755492761602', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/C6q1a-aWYAI9G5N.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6q1a-aWYAI9G5N.jpg', 'url': 'https://t.co/Y73sRCpcMI', 'display_url': 'pic.twitter.com/Y73sRCpcMI', 'expanded_url': 'https://twitter.com/TinyCrossword/status/840683757371871232/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 302, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 480, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 480, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 840683755492761602, 'id_str': '840683755492761602', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/C6q1a-aWYAI9G5N.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6q1a-aWYAI9G5N.jpg', 'url': 'https://t.co/Y73sRCpcMI', 'display_url': 'pic.twitter.com/Y73sRCpcMI', 'expanded_url': 'https://twitter.com/TinyCrossword/status/840683757371871232/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 302, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 480, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 480, 'resize': 'fit'}}}]}, 'source': b'<a href=""https://github.com/Gangles/tiny-crossword-bot"" rel=""nofollow"">Tiny Crosswords</a>', 'in_reply_to_status_id': 840653627236724736, 'in_reply_to_status_id_str': '840653627236724736', 'in_reply_to_user_id': 2878888502, 'in_reply_to_user_id_str': '2878888502', 'in_reply_to_screen_name': 'TinyCrossword', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Tiny Crossword',1
3616988064,3616988064,tinydnd,ON HIATUS UNTIL MID-DECEMBER,b'you are likely to be eaten by a tiny grue // follow me for adventures // #botALLY // by @doeg',None,197,0,11,Sat Sep 19 15:04:41 +0000 2015,0,FALSE,199,en,"{'created_at': 'Sat Oct 10 19:39:55 +0000 2015', 'id': 652931585784815616, 'id_str': '652931585784815616', 'text': b'the new cursed phantom sees the ghost\na deathly ghostly grue weeps over @li3n3\na moaning shattered bugbear is turned into @joefriedl', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'li3n3', 'name': b'Liene V\xc4\x93rzemnieks', 'id': 498467901, 'id_str': '498467901', 'indices': [72, 78]}, {'screen_name': 'joefriedl', 'name': b'grampajoe \xcb\x81\xcb\x99\xcb\x9f\xcb\x99\xcb\x80', 'id': 139871207, 'id_str': '139871207', 'indices': [122, 132]}], 'urls': []}, 'source': b'<a href=""https://doeg.gy"" rel=""nofollow"">tiny_dnd</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'tinydnd \xe2\x9c\x9d beta \xe2\x9c\x9d',1
7.03E+17,7.03E+17,TumblrSimulator,emilia's fault,b'by @NoraReed',https://t.co/nj4c0GxFWF,12457,1,134,Sat Feb 27 01:29:22 +0000 2016,1,FALSE,24234,en,"{'created_at': 'Sun Mar 12 01:18:28 +0000 2017', 'id': 840733700774080512, 'id_str': '840733700774080512', 'text': b""Do not meet someone IRL who lives in mcfreakin'!!! wake me up (wake me up inside) i can't wake up (wake me up inside)"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'tumblr simulator',1
1705052335,1705052335,TwoHeadlines,The Bugle Planet,b'Comedy is when you take two headlines about different things and then confuse them. Updates hourly. // By @tinysubversions',None,7846,1,400,Tue Aug 27 16:00:04 +0000 2013,8,FALSE,27596,en,"{'created_at': 'Sat Mar 11 23:08:05 +0000 2017', 'id': 840700884602482688, 'id_str': '840700884602482688', 'text': b'Packers sign TE OPEC', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://tinysubversions.com"" rel=""nofollow"">Two Headlines</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Two Headlines',1
2946240832,2946240832,acrotowne,,b'By @zhaytee // Learn how to play here: https://t.co/a38R7wz9tO',None,190,187,20,Sun Dec 28 18:19:51 +0000 2014,1,FALSE,11035,en,"{'created_at': 'Sat Mar 11 19:20:52 +0000 2017', 'id': 840643705371516928, 'id_str': '840643705371516928', 'text': b'Game over! Thanks for playing. Next round starts 6 hours from now. \xf0\x9f\x98\x81 \xca\xba', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://acrotowne.city/"" rel=""nofollow"">acrotowne2</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'acrotowne',1
